name;suspiciousness_value
org.jfree.chart.renderer$GrayPaintScale#getPaint(double):124;1.0
org.jfree.chart.renderer$GrayPaintScale#getPaint(double):125;1.0
org.jfree.chart.renderer$GrayPaintScale#getPaint(double):126;1.0
org.jfree.chart.renderer$GrayPaintScale#getPaint(double):128;1.0
org.jfree.chart.renderer.junit$GrayPaintScaleTests#testGetPaint():99;1.0
org.jfree.chart.renderer.junit$GrayPaintScaleTests#testGetPaint():100;1.0
org.jfree.chart.renderer.junit$GrayPaintScaleTests#testGetPaint():101;1.0
org.jfree.chart.renderer.junit$GrayPaintScaleTests#testGetPaint():102;1.0
org.jfree.chart.renderer.junit$GrayPaintScaleTests#testGetPaint():103;1.0
org.jfree.chart.renderer.junit$GrayPaintScaleTests#testGetPaint():107;1.0
org.jfree.chart.renderer.junit$GrayPaintScaleTests#GrayPaintScaleTests(java.lang.String):81;0.4472135954999579
org.jfree.chart.renderer.junit$GrayPaintScaleTests#GrayPaintScaleTests(java.lang.String):82;0.4472135954999579
org.jfree.chart.renderer.junit$GrayPaintScaleTests#suite():72;0.4472135954999579
org.jfree.chart.renderer$GrayPaintScale#GrayPaintScale():72;0.3333333333333333
org.jfree.chart.renderer$GrayPaintScale#GrayPaintScale():73;0.3333333333333333
org.jfree.chart.renderer$GrayPaintScale#GrayPaintScale(double,double):84;0.31622776601683794
org.jfree.chart.renderer$GrayPaintScale#GrayPaintScale(double,double):85;0.31622776601683794
org.jfree.chart.renderer$GrayPaintScale#GrayPaintScale(double,double):89;0.31622776601683794
org.jfree.chart.renderer$GrayPaintScale#GrayPaintScale(double,double):90;0.31622776601683794
org.jfree.chart.renderer$GrayPaintScale#GrayPaintScale(double,double):91;0.31622776601683794
